date:;01-22-2020;;;;;SIR;CKO;0,000000000000;;SEIR;CKO;0,000000000000;0,000100000000
¹;;S;I;R;;S;I;R;;S;E;I;R
96;;14439969;25;6;;14439946;25;29;;14439990;0;2;9
97;;14439968;23;9;;14439947;23;30;;14439990;0;2;9
98;;14439968;23;9;;14439945;23;32;;14439990;0;2;9
99;;14439968;23;9;;14439943;23;34;;14439990;0;2;9
100;;14439960;31;9;;14439934;31;35;;14439990;0;2;10
101;;14439960;31;9;;14439932;31;37;;14439990;0;1;10
102;;14439966;25;9;;14439935;25;40;;14439990;0;1;10
103;;14439966;25;9;;14439934;25;41;;14439990;0;1;10
104;;14439966;25;9;;14439932;25;43;;14439990;0;1;10
105;;14439966;25;9;;14439930;25;45;;14439990;0;1;10
106;;14439966;25;9;;14439928;25;47;;14439990;0;1;10
107;;14439966;25;9;;14439927;25;48;;14439966;0;25;10
108;;14439966;21;13;;14439929;21;50;;14439966;0;23;12
109;;14439965;22;13;;14439926;22;52;;14439966;0;22;14
110;;14439964;23;13;;14439924;23;53;;14439966;0;20;15
111;;14439964;23;13;;14439922;23;55;;14439966;0;19;16
112;;14439964;23;13;;14439921;23;56;;14439966;0;17;18
113;;14439963;21;16;;14439921;21;58;;14439966;0;16;19
114;;14439963;20;17;;14439921;20;59;;14439966;0;15;20
115;;14439958;25;17;;14439914;25;61;;14439966;0;14;21
116;;;;;;14439906;31;63;;14439966;0;13;22
117;;;;;;14439896;39;65;;14439966;0;12;23
118;;;;;;14439884;49;67;;14439966;0;11;24
119;;;;;;14439868;61;71;;14439966;0;10;25
120;;;;;;14439849;76;75;;14439966;0;10;25
121;;;;;;14439824;95;80;;14439966;0;9;26
122;;;;;;14439794;119;87;;14439966;0;8;27
123;;;;;;14439756;149;95;;14439966;0;8;27
124;;;;;;14439708;186;106;;14439966;0;7;28
125;;;;;;14439648;233;119;;14439966;0;7;28
126;;;;;;14439574;291;135;;14439966;0;6;29
127;;;;;;14439481;364;156;;14439966;0;6;29
128;;;;;;14439364;455;181;;14439966;0;5;30
129;;;;;;14439219;568;213;;14439966;0;5;30
130;;;;;;14439037;710;253;;14439966;0;5;30
131;;;;;;14438809;888;302;;14439966;0;4;31
132;;;;;;14438525;1110;365;;14439966;0;4;31
133;;;;;;14438170;1388;442;;14439966;0;4;31
134;;;;;;14437726;1734;539;;14439966;0;4;32
135;;;;;;14437171;2168;661;;14439966;0;3;32
136;;;;;;14436478;2710;813;;14439966;0;3;32
137;;;;;;14435611;3387;1002;;14439966;0;3;32
138;;;;;;14434527;4233;1239;;14439966;0;3;33
139;;;;;;14433173;5291;1536;;14439966;0;2;33
140;;;;;;14431480;6613;1906;;14439966;0;2;33
141;;;;;;14429365;8266;2369;;14439966;0;2;33
142;;;;;;14426722;10330;2948;;14439966;0;2;33
143;;;;;;14423420;12909;3671;;14439966;0;2;33
144;;;;;;14419294;16132;4574;;14439966;0;2;34
145;;;;;;14414139;20158;5704;;14439966;0;2;34
146;;;;;;14407700;25186;7115;;14439966;0;1;34
147;;;;;;14399658;31464;8878;;14439966;0;1;34
148;;;;;;14389618;39302;11080;;14439966;0;1;34
149;;;;;;14377085;49083;13831;;14439966;0;1;34
150;;;;;;14361447;61286;17267;;14439966;0;1;34
