date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;0,221
¹;;S;I;R;;S;I;R;;S;E;I;R
110;;46715650;61563;162787;;46607939;61404;270656;0,103;46933993;1795;2313;1899
111;;46712564;63553;163883;;46601670;63375;274955;0,048;46933481;1948;2510;2061
112;;46711970;62130;165900;;46598660;61948;279391;0,048;46932925;2114;2724;2237
113;;46711309;60764;167927;;46595693;60579;283727;0,039;46932322;2295;2956;2428
114;;46710460;58845;170695;;46593371;58660;287968;0,055;46931668;2490;3208;2634
115;;46709817;57941;172242;;46590174;57751;292074;0,049;46930958;2702;3482;2859
116;;46709302;56689;174009;;46587387;56496;296116;0,070;46930187;2932;3778;3103
117;;46709302;56689;174009;;46583442;56486;300071;0,014;46929350;3182;4100;3367
118;;46708394;53521;178085;;46582647;53327;304025;0,077;46928443;3454;4450;3654
119;;46707963;53883;178154;;46578565;53677;307758;0,078;46927458;3748;4829;3966
120;;46707445;54291;178264;;46574412;54071;311515;0,078;46926389;4067;5241;4304
121;;46706963;54721;178316;;46570211;54488;315300;0,091;46925229;4414;5687;4671
122;;46705176;55820;179004;;46565317;55568;319115;0,078;46923970;4790;6172;5069
123;;46704710;56236;179054;;46561026;55969;323004;0,078;46922604;5198;6698;5501
124;;46704228;56644;179128;;46556716;56362;326922;0,098;46921122;5640;7268;5970
125;;46704600;58190;177210;;46551249;57883;330867;0,080;46919513;6121;7888;6478
126;;46703741;58766;177493;;46546640;58440;334919;0,070;46917768;6642;8560;7031
127;;46703741;58766;177493;;46542563;58427;339010;0,098;46915874;7208;9289;7630
128;;46702094;60411;177495;;46536857;60042;343100;0,081;46913818;7822;10080;8280
129;;46701436;61067;177497;;46532019;60677;347303;0,081;46911587;8488;10939;8986
130;;46700772;61727;177501;;46527134;61315;351550;0,074;46909167;9211;11871;9751
131;;46700521;61976;177503;;46522611;61546;355842;0,073;46906540;9995;12882;10582
132;;46700362;62135;177503;;46518162;61687;360151;0,075;46903690;10846;13980;11484
133;;46700068;62429;177503;;46513570;61960;364469;0,077;46900598;11770;15170;12463
134;;46699674;62822;177504;;46508862;62332;368806;0,076;46897242;12772;16462;13525
135;;46699340;63151;177509;;46504191;62639;373169;0,075;46893600;13859;17864;14677
136;;46699022;63468;177510;;46499512;62934;377554;0,076;46889649;15038;19386;15928
137;;46698690;63799;177511;;46494798;63242;381959;0,074;46885362;16318;21036;17285
138;;46698450;64038;177512;;46490155;63458;386386;0,073;46880709;17707;22827;18757
139;;46698283;64205;177512;;46485568;63603;390828;0,074;46875662;19213;24771;20355
140;;46698034;64454;177512;;46480891;63828;395280;0,075;46870185;20847;26879;22089
141;;46697720;64768;177512;;46476134;64117;399748;0,077;46864243;22620;29167;23971
142;;46697293;65195;177512;;46471246;64517;404237;0,078;46857796;24543;31650;26012
143;;46696791;65697;177512;;46466258;64989;408753;0,076;46850801;26629;34343;28228
144;;46696395;66093;177512;;46462888;63809;413302;0,000;46843212;28893;37265;30632
145;;;;;;46459620;62611;417769;0,051;46834978;31347;40435;33240
146;;;;;;46456451;61397;422151;0,051;46826046;34010;43874;36071
147;;;;;;46453381;60169;426449;0,050;46816356;36898;47605;39142
148;;;;;;46450410;58929;430661;0,049;46805844;40030;51652;42474
149;;;;;;46447534;57679;434786;0,049;46794441;43427;56042;46090
150;;;;;;46444753;56423;438824;0,048;46782072;47111;60805;50013
151;;;;;;46442066;55161;442773;0,048;46768655;51106;65971;54269
152;;;;;;46439470;53895;446634;0,047;46754102;55437;71574;58887
153;;;;;;46436964;52628;450407;0,046;46738319;60134;77651;63897
154;;;;;;46434547;51361;454091;0,046;46721201;65225;84242;69333
155;;;;;;46432216;50097;457686;0,045;46702636;70744;91390;75230
156;;;;;;46429970;48836;461193;0,045;46682505;76727;99142;81627
157;;;;;;46427807;47581;464612;0,044;46660675;83211;107547;88567
158;;;;;;46425725;46332;467942;0,044;46637006;90238;116661;96095
159;;;;;;46423722;45092;471186;0,043;46611344;97853;126543;104262
160;;;;;;46421796;43862;474342;0,043;46583523;106102;137255;113120
161;;;;;;46419945;42642;477412;0,042;46553366;115039;148868;122727
162;;;;;;46418167;41435;480397;0,042;46520678;124719;161455;133148
163;;;;;;46416460;40242;483298;0,041;46485251;135202;175097;144450
164;;;;;;46414822;39063;486115;0,041;46446860;146553;189881;156707
165;;;;;;46413251;37899;488849;0,040;46405262;158840;205900;169998
166;;;;;;46411746;36752;491502;0,040;46360196;172139;223255;184411
167;;;;;;46410303;35622;494075;0,039;46311378;186529;242055;200039
168;;;;;;46408922;34509;496568;0,039;46258504;202097;262417;216983
169;;;;;;46407600;33416;498984;0,038;46201249;218933;284467;235352
170;;;;;;46406335;32342;501323;0,038;46139259;237136;308341;255265
