date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;0,193
¹;;S;I;R;;S;I;R;;S;E;I;R
155;;;;;;8654917;1821;32443;0,021;8678290;2886;4063;3942
156;;;;;;8654878;1732;32570;0,021;8677504;3094;4356;4226
157;;;;;;8654842;1647;32691;0,020;8676663;3317;4670;4531
158;;;;;;8654808;1565;32807;0,020;8675760;3556;5006;4858
159;;;;;;8654777;1487;32916;0,020;8674793;3812;5367;5209
160;;;;;;8654748;1412;33020;0,019;8673756;4086;5754;5584
161;;;;;;8654721;1340;33119;0,019;8672645;4380;6168;5987
162;;;;;;8654696;1272;33213;0,018;8671454;4696;6613;6419
163;;;;;;8654672;1206;33302;0,018;8670177;5033;7089;6882
164;;;;;;8654651;1143;33386;0,018;8668808;5395;7599;7378
165;;;;;;8654630;1084;33466;0,017;8667341;5783;8146;7910
166;;;;;;8654612;1026;33542;0,017;8665769;6199;8733;8480
167;;;;;;8654594;972;33614;0,017;8664084;6644;9361;9091
168;;;;;;8654578;920;33682;0,016;8662277;7122;10035;9747
169;;;;;;8654563;871;33747;0,016;8660342;7633;10757;10449
170;;;;;;8654549;824;33808;0,016;8658267;8181;11530;11202
171;;;;;;8654536;779;33865;0,015;8656044;8768;12360;12009
172;;;;;;8654524;736;33920;0,015;8653661;9397;13248;12874
173;;;;;;8654513;696;33971;0,015;8651108;10071;14200;13802
174;;;;;;8654503;657;34020;0,014;8648373;10792;15220;14796
175;;;;;;8654493;621;34066;0,014;8645442;11565;16313;15861
176;;;;;;8654485;586;34109;0,014;8642301;12393;17484;17003
177;;;;;;8654477;553;34150;0,014;8638936;13279;18739;18227
178;;;;;;8654469;522;34189;0,013;8635331;14228;20083;19539
179;;;;;;8654462;492;34226;0,013;8631469;15245;21523;20944
180;;;;;;8654456;464;34260;0,013;8627332;16333;23065;22451
181;;;;;;8654450;438;34293;0,013;8622901;17497;24717;24066
182;;;;;;8654444;413;34323;0,012;8618154;18744;26486;25796
183;;;;;;8654439;389;34352;0,012;8613071;20079;28381;27650
184;;;;;;8654435;366;34379;0,012;8607627;21507;30410;29637
185;;;;;;8654430;345;34405;0,012;8601798;23034;32583;31765
186;;;;;;8654426;325;34429;0,011;8595557;24669;34909;34046
187;;;;;;8654423;306;34452;0,011;8588875;26417;37399;36490
188;;;;;;8654419;288;34473;0,011;8581722;28287;40064;39108
189;;;;;;8654416;271;34493;0,011;8574065;30286;42917;41912
190;;;;;;8654413;255;34512;0,010;8565871;32423;45970;44916
191;;;;;;8654411;239;34530;0,010;8557102;34708;49237;48134
192;;;;;;8654408;225;34547;0,010;8547719;37149;52732;51581
193;;;;;;8654406;212;34563;0,010;8537682;39757;56471;55272
194;;;;;;8654404;199;34578;0,010;8526945;42542;60469;59225
