date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;0,053
¹;;S;I;R;;S;I;R;;S;E;I;R
67;;2147401648;3606;78393;;2147365216;3606;114862;-0,031;2147482174;45;160;1268
68;;2147401525;3242;78880;;2147365327;3242;115114;-0,013;2147482166;45;158;1279
69;;2147401449;2973;79225;;2147365369;2973;115341;0,002;2147482157;44;156;1290
70;;2147401368;2770;79509;;2147365364;2770;115549;0,025;2147482149;44;153;1301
71;;2147401286;2646;79715;;2147365294;2646;115743;0,032;2147482141;43;151;1312
72;;2147401215;2545;79887;;2147365210;2545;115928;0,023;2147482133;42;149;1322
73;;2147401136;2425;80086;;2147365152;2425;116106;0,005;2147482125;42;147;1333
74;;2147401104;2267;80276;;2147365140;2267;116276;-0,020;2147482117;41;145;1343
75;;2147401045;2062;80540;;2147365186;2062;116435;0,050;2147482110;41;144;1353
76;;2147400982;2020;80645;;2147365084;2020;116579;0,047;2147482102;40;142;1363
77;;2147400929;1973;80745;;2147364990;1973;116720;0,036;2147482094;40;140;1373
78;;2147400838;1905;80904;;2147364920;1905;116859;0,049;2147482087;39;138;1383
79;;2147400764;1865;81018;;2147364826;1865;116992;0,041;2147482080;39;136;1393
80;;2147400706;1810;81131;;2147364751;1810;117122;0,061;2147482072;38;134;1402
81;;2147400633;1794;81220;;2147364640;1794;117249;0,093;2147482065;38;133;1411
82;;2147400513;1835;81299;;2147364473;1835;117375;0,067;2147482058;37;131;1421
83;;2147400434;1829;81384;;2147364351;1829;117503;0,033;2147482051;37;129;1430
84;;2147400341;1761;81545;;2147364291;1761;117631;0,035;2147482045;36;127;1439
85;;2147400291;1699;81657;;2147364230;1699;117754;0,045;2147482038;36;126;1448
86;;2147400244;1656;81747;;2147364154;1656;117873;0,019;2147482031;35;124;1457
87;;2147399887;1572;82188;;2147364122;1572;117989;0,048;2147482025;35;122;1465
88;;2147399860;1537;82250;;2147364047;1537;118099;0,032;2147482018;34;121;1474
89;;2147399842;1479;82326;;2147363997;1479;118207;0,041;2147482012;34;119;1482
90;;2147399830;1436;82381;;2147363937;1436;118310;0,057;2147482005;33;118;1491
91;;2147399794;1418;82435;;2147363854;1418;118411;0,037;2147481999;33;116;1499
92;;2147399779;1371;82497;;2147363802;1371;118510;-0,007;2147481993;32;114;1507
93;;2147399763;1265;82619;;2147363812;1265;118606;-0,018;2147481987;32;113;1515
94;;2147399748;1154;82745;;2147363834;1154;118695;0,021;2147481981;32;111;1523
95;;2147399738;1098;82811;;2147363810;1098;118776;-0,021;2147481975;31;110;1531
96;;2147399735;998;82914;;2147363833;998;118852;-0,021;2147481969;31;109;1538
97;;2147399729;907;83011;;2147363854;907;118922;0,041;2147481963;30;107;1546
98;;2147399707;881;83059;;2147363816;881;118986;0,016;2147481958;30;106;1554
99;;2147399703;833;83111;;2147363803;833;119047;0,026;2147481952;30;104;1561
100;;2147399691;796;83160;;2147363781;796;119106;0,011;2147481947;29;103;1568
101;;2147399688;749;83210;;2147363773;749;119161;0,053;2147481941;29;102;1575
102;;2147399688;736;83223;;2147363733;736;119214;-0,056;2147481936;28;100;1583
103;;2147399683;643;83321;;2147363775;643;119265;-0,095;2147481931;28;99;1590
104;;2147399681;537;83429;;2147363836;537;119310;-0,072;2147481925;28;98;1596
105;;2147399679;461;83507;;2147363874;461;119348;-0,054;2147481920;27;96;1603
106;;2147399677;404;83566;;2147363899;404;119380;-0,036;2147481915;27;95;1610
107;;2147399672;361;83614;;2147363914;361;119408;0,028;2147481910;27;94;1617
108;;2147399671;346;83630;;2147363903;346;119434;-0,277;2147481905;26;92;1623
109;;2147399657;226;83764;;2147363999;226;119458;-0,018;2147481900;26;91;1630
110;;2147399637;206;83804;;2147364003;206;119474;-0,076;2147481895;26;90;1636
111;;2147399636;176;83835;;2147364019;176;119488;-0,027;2147481891;25;89;1642
112;;2147399629;159;83859;;2147364023;159;119501;-0,043;2147481886;25;88;1649
113;;2147399623;141;83883;;2147364030;141;119512;-0,001;2147481881;25;87;1655
114;;2147399618;131;83898;;2147364030;131;119522;-0,014;2147481877;24;85;1661
115;;2147399609;120;83918;;2147364032;120;119531;0,012;2147481872;24;84;1667
116;;2147399603;113;83931;;2147364031;113;119539;0,043;2147481868;24;83;1673
117;;2147399593;110;83944;;2147364026;110;119547;0,115;2147481863;23;82;1679
118;;2147399584;115;83948;;2147364013;115;119555;0,070;2147481859;23;81;1684
119;;2147399584;115;83948;;2147364005;115;119563;0,070;2147481855;23;80;1690
120;;2147399584;115;83948;;2147363997;115;119571;0,070;2147481850;22;79;1696
121;;2147399584;115;83948;;2147363989;115;119579;0,035;2147481846;22;78;1701
