date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;1,684
¹;;S;I;R;;S;I;R;;S;E;I;R
101;;66822695;91553;75752;;66696866;91375;201761;0,087;0;475;2072718;64916807
102;;66821482;93092;75426;;66688949;92896;208158;0,071;0;380;1927723;65061897
103;;66821075;93140;75785;;66682411;92930;214660;0,068;0;304;1792858;65196838
104;;66820417;92903;76680;;66676156;92681;221165;0,064;0;243;1667419;65322338
105;;66819313;92308;78379;;66670274;92075;227653;0,092;0;195;1550748;65439057
106;;66815776;94333;79891;;66661828;94076;234098;0,064;0;156;1442235;65547610
107;;66815082;93737;81181;;66655851;93468;240684;0,074;0;125;1341309;65648566
108;;66813798;94077;82125;;66648986;93790;247226;0,073;0;100;1247443;65742458
109;;66813218;94321;82461;;66642194;94017;253792;0,071;0;80;1160142;65829779
110;;66812906;94384;82710;;66635567;94062;260373;0,067;0;64;1078948;65910989
111;;66812453;94066;83481;;66629316;93729;266957;0,064;0;51;1003434;65986515
112;;66811651;93457;84892;;66623378;93106;273518;0,058;0;41;933204;66056755
113;;66811816;92321;85863;;66618008;91959;280036;0,065;0;33;867888;66122080
114;;66811006;91847;87147;;66612060;91469;286473;0,067;0;26;807142;66182832
115;;66810370;91536;88094;;66605985;91141;292876;0,070;0;21;750647;66239332
116;;66810370;91536;88094;;66599625;91122;299255;0,056;0;17;698106;66291877
117;;66810307;90255;89438;;66594537;89831;305634;0,067;0;13;649242;66340744
118;;66809949;89966;90085;;66588556;89524;311922;0,073;0;11;603798;66386191
119;;66809067;90230;90703;;66582049;89765;318189;0,069;0;9;561534;66428457
120;;66808300;90093;91607;;66575922;89608;324472;0,066;0;7;522229;66467765
121;;66808049;89757;92194;;66570005;89253;330745;0,071;0;5;485674;66504321
122;;66807985;89811;92204;;66563726;89284;336992;0,070;0;4;451678;66538318
123;;66807964;89830;92206;;66557480;89280;343242;0,068;0;4;420061;66569935
124;;66807291;89604;93105;;66551477;89033;349492;0,067;0;3;390658;66599340
125;;66806933;89290;93777;;66545580;88698;355724;0,059;0;2;363312;66626686
126;;66807153;88317;94530;;66540358;87711;361933;0,064;0;2;337881;66652117
127;;66806962;87737;95301;;66534816;87113;368073;0,101;0;1;314230;66675769
128;;66803636;90390;95974;;66526120;89711;374171;0,069;0;1;292234;66697765
129;;66803077;90285;96638;;66519970;89581;380451;0,085;0;1;271778;66718221
130;;66801248;91592;97160;;66512435;90846;386721;0,072;0;1;252753;66737246
131;;66800991;91731;97278;;66505966;90956;393080;0,073;0;1;235061;66754939
132;;66800652;91954;97394;;66499407;91148;399447;0,055;0;0;218607;66771393
133;;66801550;90577;97873;;66494414;89760;405828;0,105;0;0;203304;66786695
134;;66797670;93733;98597;;66485046;92845;412111;0,035;0;0;189073;66800927
135;;66800431;90407;99162;;66481857;89535;418610;0,071;0;0;175838;66814162
136;;66799820;90444;99736;;66475583;89542;424878;0,073;0;0;163529;66826470
137;;66799241;90690;100069;;66469103;89754;431146;0,073;0;0;152082;66837917
138;;66798898;90983;100119;;66462563;90011;437428;0,069;0;0;141437;66848563
139;;66798687;90919;100394;;66456356;89916;443729;0,067;0;0;131536;66858464
140;;66798477;90598;100925;;66450410;89568;450023;0,072;0;0;122329;66867671
141;;66797932;90794;101274;;66443980;89729;456293;0,071;0;0;113766;66876234
142;;66797507;90875;101618;;66437653;89775;462574;0,073;0;0;105802;66884198
143;;66796780;91148;102072;;66431135;90009;468858;0,073;0;0;98396;66891604
144;;66796254;91414;102332;;66425562;89281;475159;0,000;0;0;91508;66898492
145;;;;;;66420083;88510;481409;0,061;0;0;85103;66904897
146;;;;;;66414699;87699;487604;0,061;0;0;79145;66910855
147;;;;;;66409410;86849;493743;0,060;0;0;73605;66916395
148;;;;;;66404218;85962;499823;0,060;0;0;68453;66921547
149;;;;;;66399124;85038;505840;0,059;0;0;63661;66926339
150;;;;;;66394128;84081;511793;0,059;0;0;59205;66930795
151;;;;;;66389231;83092;517678;0,058;0;0;55061;66934939
152;;;;;;66384434;82073;523495;0,058;0;0;51206;66938794
153;;;;;;66379738;81025;529240;0,057;0;0;47622;66942378
154;;;;;;66375141;79949;534912;0,057;0;0;44288;66945712
155;;;;;;66370645;78849;540508;0,056;0;0;41188;66948812
156;;;;;;66366249;77726;546028;0,056;0;0;38305;66951695
157;;;;;;66361953;76580;551468;0,055;0;0;35624;66954376
158;;;;;;66357758;75415;556829;0,055;0;0;33130;66956870
159;;;;;;66353662;74232;562108;0,054;0;0;30811;66959189
160;;;;;;66349665;73032;567304;0,054;0;0;28654;66961346
161;;;;;;66345768;71818;572416;0,053;0;0;26648;66963352
162;;;;;;66341968;70590;577444;0,053;0;0;24783;66965217
163;;;;;;66338265;69352;582385;0,053;0;0;23048;66966952
164;;;;;;66334659;68103;587240;0,052;0;0;21435;66968565
165;;;;;;66331149;66846;592007;0,052;0;0;19934;66970066
166;;;;;;66327733;65582;596686;0,051;0;0;18539;66971461
167;;;;;;66324411;64314;601277;0,051;0;0;17241;66972759
168;;;;;;66321182;63041;605779;0,050;0;0;16034;66973966
169;;;;;;66318044;61767;610192;0,050;0;0;14912;66975088
170;;;;;;66314996;60491;614515;0,049;0;0;13868;66976132
171;;;;;;66312036;59216;618750;0,049;0;0;12897;66977103
172;;;;;;66309165;57943;622895;0,049;0;0;11995;66978005
173;;;;;;66306379;56672;626951;0,048;0;0;11155;66978845
174;;;;;;66303678;55406;630918;0,048;0;0;10374;66979626
175;;;;;;66301060;54146;634796;0,047;0;0;9648;66980352
176;;;;;;66298524;52892;638587;0,047;0;0;8973;66981027
177;;;;;;66296068;51645;642289;0,047;0;0;8344;66981656
178;;;;;;66293691;50407;645904;0,046;0;0;7760;66982240
179;;;;;;66291390;49179;649433;0,046;0;0;7217;66982783
180;;;;;;66289165;47961;652875;0,045;0;0;6712;66983288
181;;;;;;66287015;46755;656232;0,045;0;0;6242;66983758
182;;;;;;66284936;45561;659505;0,045;0;0;5805;66984195
183;;;;;;66282928;44380;662695;0,044;0;0;5399;66984601
184;;;;;;66280989;43212;665801;0,044;0;0;5021;66984979
185;;;;;;66279117;42059;668826;0,043;0;0;4669;66985331
186;;;;;;66277311;40921;671770;0,043;0;0;4343;66985657
187;;;;;;66275569;39799;674635;0,043;0;0;4039;66985961
188;;;;;;66273889;38692;677421;0,042;0;0;3756;66986244
189;;;;;;66272270;37603;680129;0,042;0;0;3493;66986507
190;;;;;;66270711;36530;682761;0,042;0;0;3248;66986752
191;;;;;;66269209;35475;685318;0,041;0;0;3021;66986979
192;;;;;;66267763;34438;687802;0,041;0;0;2810;66987190
193;;;;;;66266371;33419;690212;0,040;0;0;2613;66987387
194;;;;;;66265032;32418;692551;0,040;0;0;2430;66987570
