date:;01-22-2020;;;;;SIR;CKO;55,758407437803;;SEIR;CKO;97,805930290550;0,266200000000
¹;;S;I;R;;S;I;R;;S;E;I;R
93;;2963477;840;683;;2962738;840;1423;;2964660;117;134;89
94;;2963404;841;755;;2962678;841;1482;;2964624;129;148;99
95;;2963323;846;831;;2962615;846;1540;;2964585;143;164;109
96;;2963254;885;861;;2962517;885;1600;;2964541;158;181;121
97;;2963192;931;877;;2962409;931;1662;;2964493;175;200;133
98;;2963133;971;896;;2962304;971;1727;;2964440;193;221;147
99;;2963068;1002;930;;2962205;1001;1795;;2964381;213;244;163
100;;2962934;1105;961;;2962032;1104;1865;;2964316;235;269;180
101;;2962852;1138;1010;;2961921;1137;1942;;2964244;260;298;199
102;;2962727;1230;1043;;2961750;1229;2022;;2964165;287;329;219
103;;2962614;1316;1070;;2961578;1315;2108;;2964078;317;363;242
104;;2962493;1397;1110;;2961405;1396;2200;;2963981;350;401;268
105;;2962381;1468;1151;;2961236;1467;2297;;2963874;387;443;296
106;;2962218;1607;1175;;2960995;1606;2400;;2963756;428;490;327
107;;2962116;1657;1227;;2960833;1656;2513;;2963626;472;541;361
108;;2961971;1768;1261;;2960606;1766;2628;;2963482;522;598;399
109;;2961825;1864;1311;;2960387;1862;2752;;2963323;576;660;441
110;;2961687;1943;1370;;2960177;1941;2882;;2963147;637;729;487
111;;2961608;1987;1405;;2959998;1985;3018;;2962954;703;805;538
112;;2961462;2061;1477;;2959785;2059;3157;;2962739;777;890;595
113;;2961282;2170;1548;;2959532;2167;3301;;2962503;858;983;657
114;;2961140;2239;1621;;2959312;2236;3453;;2962241;948;1086;726
115;;2960956;2326;1718;;2959068;2323;3610;;2961952;1047;1199;802
116;;;;;;2958816;2413;3772;;2961633;1157;1325;886
117;;;;;;2958553;2507;3941;;2961281;1278;1463;978
118;;;;;;2958281;2604;4117;;2960892;1411;1617;1081
119;;;;;;2957997;2705;4299;;2960462;1559;1786;1194
120;;;;;;2957703;2809;4488;;2959988;1722;1972;1319
121;;;;;;2957398;2918;4685;;2959464;1901;2179;1457
122;;;;;;2957081;3031;4889;;2958885;2100;2406;1610
123;;;;;;2956751;3148;5101;;2958245;2319;2658;1778
124;;;;;;2956409;3270;5322;;2957540;2561;2936;1964
125;;;;;;2956053;3397;5551;;2956760;2829;3242;2170
126;;;;;;2955684;3528;5788;;2955899;3124;3581;2397
127;;;;;;2955301;3665;6035;;2954949;3449;3955;2647
128;;;;;;2954903;3806;6292;;2953900;3809;4368;2924
129;;;;;;2954489;3953;6558;;2952741;4205;4824;3230
130;;;;;;2954060;4106;6835;;2951462;4643;5328;3568
131;;;;;;2953614;4264;7122;;2950050;5126;5883;3940
132;;;;;;2953151;4429;7421;;2948492;5659;6497;4352
133;;;;;;2952670;4600;7731;;2946772;6247;7174;4807
134;;;;;;2952171;4777;8053;;2944874;6896;7921;5309
135;;;;;;2951653;4961;8387;;2942780;7611;8746;5864
136;;;;;;2951114;5152;8734;;2940469;8399;9656;6476
137;;;;;;2950555;5350;9095;;2937920;9269;10660;7152
138;;;;;;2949975;5556;9470;;2935108;10227;11767;7898
139;;;;;;2949372;5770;9859;;2932008;11282;12989;8722
140;;;;;;2948747;5991;10262;;2928588;12445;14336;9631
141;;;;;;2948097;6221;10682;;2924819;13725;15822;10635
142;;;;;;2947423;6460;11117;;2920664;15135;17459;11742
143;;;;;;2946723;6708;11570;;2916086;16686;19264;12964
144;;;;;;2945997;6965;12039;;2911043;18392;21253;14313
145;;;;;;2945242;7232;12527;;2905488;20269;23444;15800
146;;;;;;2944459;7509;13033;;2899373;22330;25856;17441
147;;;;;;2943646;7796;13558;;2892642;24595;28512;19251
148;;;;;;2942803;8094;14104;;2885237;27081;31436;21247
149;;;;;;2941927;8403;14671;;2877094;29808;34651;23448
150;;;;;;2941018;8723;15259;;2868144;32797;38187;25873
151;;;;;;2940075;9056;15870;;2858310;36071;42073;28546
