date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;0,214
¹;;S;I;R;;S;I;R;;S;E;I;R
144;;4873864;5194;24942;;4871259;5228;27512;0,000;4896408;2200;2903;2490
145;;;;;;4870819;5303;27878;0,084;4895788;2379;3140;2693
146;;;;;;4870377;5373;28250;0,083;4895119;2573;3396;2913
147;;;;;;4869934;5440;28626;0,082;4894395;2782;3673;3151
148;;;;;;4869492;5502;29007;0,081;4893612;3009;3972;3408
149;;;;;;4869049;5559;29392;0,080;4892765;3254;4296;3686
150;;;;;;4868607;5612;29781;0,079;4891850;3519;4646;3986
151;;;;;;4868166;5660;30174;0,078;4890860;3805;5024;4312
152;;;;;;4867726;5704;30570;0,077;4889789;4114;5434;4663
153;;;;;;4867288;5743;30969;0,076;4888632;4449;5876;5044
154;;;;;;4866852;5776;31371;0,076;4887381;4810;6355;5455
155;;;;;;4866419;5806;31776;0,075;4886028;5201;6872;5900
156;;;;;;4865988;5830;32182;0,074;4884566;5623;7431;6381
157;;;;;;4865561;5849;32590;0,073;4882985;6079;8035;6901
158;;;;;;4865137;5864;32999;0,072;4881276;6573;8689;7464
159;;;;;;4864717;5873;33410;0,071;4879428;7105;9395;8072
160;;;;;;4864301;5878;33821;0,071;4877432;7681;10159;8729
161;;;;;;4863890;5878;34232;0,070;4875273;8303;10984;9441
162;;;;;;4863483;5873;34644;0,069;4872941;8975;11875;10209
163;;;;;;4863082;5864;35055;0,068;4870421;9700;12839;11041
164;;;;;;4862685;5849;35465;0,067;4867697;10484;13880;11939
165;;;;;;4862294;5831;35875;0,067;4864754;11330;15005;12911
166;;;;;;4861909;5808;36283;0,066;4861575;12243;16221;13961
167;;;;;;4861530;5780;36690;0,065;4858140;13230;17534;15097
168;;;;;;4861157;5749;37094;0,064;4854429;14294;18953;16324
169;;;;;;4860790;5713;37497;0,064;4850422;15443;20485;17651
170;;;;;;4860430;5673;37897;0,063;4846094;16682;22140;19085
171;;;;;;4860076;5630;38294;0,062;4841421;18019;23926;20635
172;;;;;;4859729;5583;38688;0,061;4836376;19460;25855;22310
173;;;;;;4859389;5532;39079;0,061;4830929;21015;27937;24119
174;;;;;;4859056;5478;39466;0,060;4825051;22690;30185;26075
175;;;;;;4858730;5420;39849;0,059;4818707;24496;32610;28188
176;;;;;;4858412;5360;40229;0,059;4811863;26441;35226;30471
177;;;;;;4858100;5296;40604;0,058;4804480;28536;38049;32936
178;;;;;;4857795;5230;40975;0,057;4796518;30791;41092;35600
179;;;;;;4857498;5161;41341;0,057;4787933;33218;44374;38476
180;;;;;;4857208;5090;41702;0,056;4778679;35828;47911;41582
181;;;;;;4856926;5016;42058;0,055;4768706;38635;51723;44936
182;;;;;;4856651;4940;42409;0,055;4757963;41651;55830;48557
183;;;;;;4856383;4862;42755;0,054;4746393;44891;60252;52465
184;;;;;;4856122;4783;43096;0,054;4733937;48369;65012;56683
185;;;;;;4855868;4701;43430;0,053;4720532;52100;70135;61233
186;;;;;;4855622;4619;43759;0,052;4706111;56101;75646;66143
187;;;;;;4855383;4535;44083;0,052;4690605;60386;81571;71438
188;;;;;;4855151;4449;44400;0,051;4673940;64974;87938;77148
189;;;;;;4854925;4363;44712;0,051;4656038;69882;94777;83304
190;;;;;;4854707;4276;45017;0,050;4636817;75126;102119;89938
191;;;;;;4854496;4188;45316;0,049;4616193;80725;109996;97086
192;;;;;;4854291;4100;45609;0,049;4594077;86696;118441;104786
193;;;;;;4854093;4011;45896;0,048;4570376;93057;127490;113077
194;;;;;;4853901;3922;46177;0,048;4544997;99825;137177;122001
