date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;0,249
¹;;S;I;R;;S;I;R;;S;E;I;R
124;;9438802;21844;14354;;9416266;21763;36972;0,100;9469810;1698;2031;1461
125;;9437856;22491;14653;;9414103;22402;38495;0,083;9469305;1864;2228;1603
126;;9436941;22765;15294;;9412267;22670;40063;0,073;9468751;2045;2445;1759
127;;9436044;22819;16137;;9410631;22720;41650;0,077;9468144;2244;2683;1930
128;;9435142;22979;16879;;9408886;22874;43240;0,078;9467477;2462;2944;2118
129;;9434236;23150;17614;;9407119;23040;44842;0,084;9466745;2701;3230;2324
130;;9433342;23465;18193;;9405198;23348;46454;0,085;9465943;2963;3544;2550
131;;9432444;23807;18749;;9403230;23682;48089;0,095;9465062;3251;3889;2798
132;;9431597;24387;19016;;9401002;24252;49746;0,088;9464096;3567;4267;3071
133;;9430745;24817;19438;;9398883;24673;51444;0,065;9463036;3914;4682;3369
134;;9429884;24697;20419;;9397281;24548;53171;0,065;9461873;4294;5137;3697
135;;9429019;24566;21415;;9395698;24412;54890;0,069;9460598;4711;5636;4057
136;;9428132;24543;22325;;9394018;24384;56598;0,067;9459198;5168;6183;4451
137;;9427249;24473;23278;;9392387;24308;58305;0,080;9457663;5670;6784;4884
138;;9426370;24714;23916;;9390453;24540;60007;0,094;9455979;6220;7443;5359
139;;9425547;25297;24156;;9388165;25110;61725;0,078;9454131;6823;8166;5880
140;;9424735;25477;24788;;9386236;25281;63482;0,056;9452105;7485;8959;6451
141;;9423934;25111;25955;;9384836;24913;65252;0,061;9449882;8211;9829;7079
142;;9423184;24880;26936;;9383327;24677;66996;0,053;9447444;9007;10783;7767
143;;9422480;24462;28058;;9382020;24257;68723;0,044;9444770;9879;11830;8521
144;;9421759;23827;29414;;9380141;24438;70421;0,000;9441838;10836;12977;9350
145;;;;;;9378265;24603;72132;0,077;9438621;11885;14236;10258
146;;;;;;9376393;24753;73854;0,076;9435094;13035;15617;11254
147;;;;;;9374525;24888;75587;0,076;9431227;14296;17131;12348
148;;;;;;9372665;25006;77329;0,075;9426986;15677;18791;13547
149;;;;;;9370812;25109;79080;0,074;9422337;17191;20611;14862
150;;;;;;9368967;25196;80837;0,074;9417239;18850;22606;16305
151;;;;;;9367133;25267;82601;0,073;9411651;20668;24794;17887
152;;;;;;9365309;25322;84370;0,072;9405526;22660;27192;19623
153;;;;;;9363498;25361;86142;0,072;9398813;24841;29820;21526
154;;;;;;9361699;25384;87917;0,071;9391457;27229;32701;23614
155;;;;;;9359915;25391;89694;0,071;9383396;29844;35858;25903
156;;;;;;9358147;25382;91472;0,070;9374564;32707;39317;28413
157;;;;;;9356394;25358;93248;0,069;9364890;35840;43106;31165
158;;;;;;9354658;25319;95023;0,069;9354294;39268;47256;34182
159;;;;;;9352940;25264;96796;0,068;9342691;43017;51802;37490
160;;;;;;9351241;25195;98564;0,068;9329988;47117;56779;41117
161;;;;;;9349562;25111;100328;0,067;9316083;51599;62228;45091
162;;;;;;9347903;25012;102086;0,066;9300866;56496;68192;49447
163;;;;;;9346265;24899;103836;0,066;9284218;61844;74718;54220
164;;;;;;9344648;24773;105579;0,065;9266010;67683;81856;59451
165;;;;;;9343054;24633;107313;0,065;9246102;74055;89663;65181
166;;;;;;9341483;24480;109038;0,064;9224341;81005;98198;71457
167;;;;;;9339935;24314;110751;0,064;9200565;88580;107525;78331
168;;;;;;9338411;24136;112453;0,063;9174598;96830;117714;85858
169;;;;;;9336912;23945;114143;0,062;9146251;105812;128840;94098
170;;;;;;9335438;23744;115819;0,062;9115320;115580;140984;103116
171;;;;;;9333988;23531;117481;0,061;9081589;126196;154231;112985
172;;;;;;9332565;23308;119128;0,061;9044824;137721;168674;123781
173;;;;;;9331167;23074;120760;0,060;9004780;150222;184411;135589
174;;;;;;9329795;22830;122375;0,060;8961193;163764;201546;148497
175;;;;;;9328450;22578;123973;0,059;8913786;178418;220191;162606
176;;;;;;9327131;22316;125553;0,059;8862268;194252;240461;178019
177;;;;;;9325839;22046;127116;0,058;8806333;211337;262479;194851
178;;;;;;9324573;21768;128659;0,058;8745661;229741;286373;213225
179;;;;;;9323335;21483;130183;0,057;8679922;249532;312275;233271
180;;;;;;9322123;21191;131686;0,057;8608776;270771;340322;255130
181;;;;;;9320938;20892;133170;0,056;8531876;293518;370654;278953
182;;;;;;9319780;20588;134632;0,056;8448870;317820;403412;304899
183;;;;;;9318649;20278;136073;0,055;8359407;343719;438737;333137
184;;;;;;9317545;19962;137493;0,055;8263140;371242;476769;363849
185;;;;;;9316468;19643;138890;0,054;8159733;400401;517644;397223
186;;;;;;9315416;19319;140265;0,054;8048866;431188;561489;433458
187;;;;;;9314392;18991;141617;0,053;7930242;463574;608422;472762
188;;;;;;9313393;18660;142947;0,053;7803597;497504;658548;515352
189;;;;;;9312420;18327;144253;0,053;7668707;532893;711950;561450
190;;;;;;9311473;17991;145536;0,052;7525400;569622;768692;611287
191;;;;;;9310552;17653;146795;0,052;7373563;607535;828808;665095
192;;;;;;9309656;17314;148031;0,051;7213154;646437;892299;723112
193;;;;;;9308784;16973;149243;0,051;7044214;686089;959125;785572
194;;;;;;9307937;16632;150431;0,050;6866875;726210;1029204;852711
