date:;01-22-2020;;;;;SIR;CKO;4,000000000000;;SEIR;CKO;14,247806848775;0,000100000000
¹;;S;I;R;;S;I;R;;S;E;I;R
101;;95539730;51;219;;95539608;51;341;;95539732;0;23;29
102;;95539730;51;219;;95539605;51;344;;95539732;0;22;31
103;;95539729;52;219;;95539600;52;348;;95539732;0;20;32
104;;95539729;52;219;;95539597;52;352;;95539732;0;19;34
105;;95539729;39;232;;95539606;39;355;;95539732;0;18;35
106;;95539729;39;232;;95539603;39;358;;95539732;0;16;36
107;;95539712;55;233;;95539585;55;361;;95539732;0;15;37
108;;95539712;47;241;;95539589;47;365;;95539732;0;14;38
109;;95539712;47;241;;95539585;47;368;;95539732;0;13;39
110;;95539712;47;241;;95539582;47;371;;95539732;0;12;40
111;;95539712;39;249;;95539587;39;374;;95539732;0;11;41
112;;95539712;36;252;;95539587;36;377;;95539732;0;11;42
113;;95539712;36;252;;95539585;36;380;;95539732;0;10;43
114;;95539688;52;260;;95539566;52;382;;95539732;0;9;43
115;;95539686;54;260;;95539560;54;386;;95539732;0;9;44
116;;;;;;95539555;56;390;;95539732;0;8;45
117;;;;;;95539548;58;394;;95539732;0;7;45
118;;;;;;95539542;60;398;;95539732;0;7;46
119;;;;;;95539536;63;402;;95539732;0;6;46
120;;;;;;95539529;65;406;;95539732;0;6;47
121;;;;;;95539522;68;411;;95539732;0;6;47
122;;;;;;95539514;70;416;;95539732;0;5;47
